timestamp,open,high,low,close,volume,EMA9,EMA21,EMA50,EMA200,EMA9_EMA21,EMA21_EMA50,DistEMA200,RSI,MACD,MACDSignal,MACDHist,ROC,ATR,ATRPercent,BBUpper,BBLower,BBWidth,VolumeSMA20,RelativeVolume,VWAP,VWAPDistance,Body,UpperWick,LowerWick,BodyPercent,Hour,Minute,Return,Target,Symbol,Probability,TradeR
2026-06-09 13:30:00+00:00,367.09,371.905,366.5,371.62,1032106.0,367.2582862883548,366.5058960772287,365.8024124993427,364.68686906244136,0.7523902111260554,0.7034835778860042,0.019011188846428,85.71820946795282,0.6116185316051315,0.2441534682023947,0.3674650634027367,1.591033351558227,1.0148498334500056,0.0027308805593079,368.83203185585774,363.76870814414224,0.0136250032606304,61450.9,16.79562056861657,369.4969838384783,0.0057456928050318,4.53000000000003,0.2849999999999681,0.589999999999975,0.0121898713739842,13,30,0.0118992511912865,0.0,GOOGL,0.5833333333333334,-1.02
2026-06-09 13:35:00+00:00,371.66,372.08,369.3798,370.64,624056.0,367.9346290306838,366.8817237065716,365.992121813094,364.7461041961485,1.0529053241122597,0.8896018934775611,0.016158899947241,75.71676538315245,0.8598828987057914,0.367299354303074,0.4925835444027173,1.316396969802168,1.1352319882035762,0.0030628965794398,369.6855349231218,363.37920507687824,0.0170147038804326,92312.65,6.760243585250776,369.9200968422621,0.001946104480084,1.0200000000000389,0.4199999999999591,1.2601999999999975,0.0027519965465142,13,35,-0.0026371024164469,0.0,GOOGL,0.51,-1.02
2026-06-09 22:45:00+00:00,363.19,363.37,362.5624,362.5624,1227.0,363.2780378724955,363.5636858257446,363.8048596026721,364.13371499363046,-0.2856479532491107,-0.2411737769274964,-0.0043152142439156,36.80695973657297,-0.2648872105418718,-0.1831807844170794,-0.0817064261247924,-0.279883381924187,0.5239229342325699,0.0014450558972264,364.3542062441961,362.7530337558039,0.0044162673470613,3309.8,0.370717263883014,363.5846165390034,-0.0028114955707805,0.6275999999999726,0.1800000000000068,0.0,0.0017310123719392,22,45,-0.0019753358291123,1.0,GOOGL,0.5066666666666667,1.48
2026-06-09 23:15:00+00:00,363.0,363.31,363.0,363.02,1328.0,363.3709147600474,363.48059044297344,363.7084954109959,364.0875600117653,-0.1096756829260243,-0.2279049680224147,-0.0029321518475689,44.37285360263223,-0.1518429809651706,-0.1920190327246565,0.0401760517594858,-0.1320495185694685,0.6515107392354819,0.0017946965435388,364.3288932218839,362.57848677811614,0.0048217906555222,2908.7,0.4565613504314642,363.38291830732896,-0.0009987214286777,0.0199999999999818,0.2900000000000204,0.0,5.5093383284617406e-05,23,15,-0.0021714631263571,1.0,GOOGL,0.6533333333333333,1.48
2026-06-09 23:20:00+00:00,363.0546,363.0546,362.92,362.92,693.0,363.280731808038,363.4296276754304,363.6775740223294,364.0759424992104,-0.1488958673924116,-0.2479463468990275,-0.0031750037952945,43.445861018399896,-0.1777019809711078,-0.1891556223739468,0.011453641402839,-0.1870187018701889,0.6145885435758031,0.0016934546003962,364.3297605826596,362.5196194173404,0.0049877140012102,2016.55,0.3436562445761325,363.33591932724505,-0.0011447239458602,0.1345999999999776,0.0,0.0,0.0003708806348505,23,20,-0.0002754669164232,1.0,GOOGL,0.6366666666666667,1.48
2026-06-09 23:25:00+00:00,362.75,362.84,362.75,362.76,1398.0,363.1765854464304,363.3687524322094,363.6415907273361,364.0628485439945,-0.1921669857790107,-0.2728382951266894,-0.0035786363514018,41.936289918019966,-0.2087003202239543,-0.1930645619439483,-0.015635758280006,0.0,0.5828322190346754,0.0016066606545227,364.3328892136727,362.4374907863274,0.0052249377752378,1934.35,0.7227233954558379,363.2250097118132,-0.0012802249277442,0.0099999999999909,0.079999999999984,0.0,2.7566435108586683e-05,23,25,-0.0004408685109666,1.0,GOOGL,0.68,1.48
2026-06-09 23:30:00+00:00,362.76,362.9021,362.75,362.8,1744.0,363.1012683571444,363.3170476656449,363.6085871694014,364.05028288684025,-0.2157793085005437,-0.2915395037564963,-0.0034343686727167,42.47442441005424,-0.2274175339380804,-0.1999351563427747,-0.0274823775953056,-0.1321294868971486,0.5520656319607713,0.0015216803527033,364.31149751805583,362.37088248194414,0.005348994035589,1711.1,1.0192273975805035,363.1367104323232,-0.0009272277427483,0.0400000000000204,0.1021000000000071,0.0099999999999909,0.0001102535832415,23,30,0.0001102657404346,1.0,GOOGL,0.68,1.48
2026-06-09 23:35:00+00:00,362.76,362.9575,362.75,362.86,1133.0,363.0530146857155,363.275497877859,363.5792308098171,364.03843927602594,-0.2224831921434997,-0.303732931958109,-0.0032371286899524,43.32295824361595,-0.2347040400223932,-0.2068889330786984,-0.0278151069436947,0.0820824222257985,0.5274538011064293,0.0014536013920146,364.2906926126782,362.3196873873218,0.0054318613938058,1651.2,0.6861676356589147,363.1117014505694,-0.000693179122468,0.1000000000000227,0.0974999999999681,0.0099999999999909,0.0002755883811939,23,35,0.0001653803748622,1.0,GOOGL,0.6566666666666666,1.48
2026-06-09 23:40:00+00:00,362.8,363.0226,362.75,363.0226,1367.0,363.0469317485724,363.25250716169,363.5574021506086,364.02833142253314,-0.2055754131175149,-0.3048949889186474,-0.002762783376236,45.662143755998834,-0.2247672109999712,-0.210464588662953,-0.0143026223370181,0.1441655172413824,0.5092499581702565,0.0014028051095723,364.1970514855372,362.3165885144628,0.0051800162609005,1538.45,0.8885566641749812,363.0858691912045,-0.0001742540720336,0.2225999999999999,0.0,0.0500000000000113,0.0006131849642418,23,40,0.0004481067078212,1.0,GOOGL,0.6133333333333333,1.48
2026-06-09 23:45:00+00:00,363.04,363.13,362.9,363.13,2262.0,363.063545398858,363.2413701469909,363.5406412819573,364.0193928014135,-0.1778247481328776,-0.2992711349664319,-0.0024432566478639,47.21189497553603,-0.2058529750308366,-0.2095422659365297,0.003689290905693,0.0137710697367002,0.4893035325866681,0.0013474610541312,364.1676445577336,362.3039954422664,0.0051321816304554,1580.3,1.4313737897867491,363.0911828809545,0.0001069073579189,0.0899999999999749,0.0,0.1400000000000432,0.0002478451243355,23,45,0.0002958493493241,1.0,GOOGL,0.6133333333333333,1.48
