Threshold,Trades,Wins,Losses,WinRate,NetR,ProfitFactor,ExpectancyR,MaxDrawdownR
0.5,939,445,494,0.4739084132055378,154.72000000000003,1.3070572358498058,0.16477103301384455,-48.45999999999958
0.6,379,190,189,0.5013192612137203,88.42000000000002,1.4586575370889099,0.23329815303430082,-41.53999999999998
0.7,139,83,56,0.5971223021582733,65.72000000000001,2.1505602240896367,0.47280575539568354,-18.100000000000076
0.8,28,25,3,0.8928571428571429,33.93999999999999,12.091503267973854,1.2121428571428567,-1.0199999999999996
0.9,0,0,0,0.0,0.0,0.0,0.0,0.0
