symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2026-06-15 08:00:00+00:00,294.74,294.9,292.0,293.61,38815.0,2326.0,293.234705
AAPL,2026-06-15 08:05:00+00:00,293.51,294.15,292.0,293.38,76258.0,3330.0,293.337267
AAPL,2026-06-15 08:10:00+00:00,293.38,293.6,293.34,293.341,6563.0,285.0,293.474525
AAPL,2026-06-15 08:15:00+00:00,293.45,293.523,293.039,293.05,4446.0,207.0,293.240273
AAPL,2026-06-15 08:20:00+00:00,293.04,293.37,293.0,293.37,3301.0,114.0,293.089904
AAPL,2026-06-15 08:25:00+00:00,293.5,293.71,293.3831,293.5,2592.0,107.0,293.514287
AAPL,2026-06-15 08:30:00+00:00,293.5,293.73,293.14,293.2,4118.0,222.0,293.387859
AAPL,2026-06-15 08:35:00+00:00,293.33,293.48,293.31,293.47,1911.0,116.0,293.430709
AAPL,2026-06-15 08:40:00+00:00,293.5,293.5,293.0,293.35,5062.0,153.0,293.21306
AAPL,2026-06-15 08:45:00+00:00,293.4,293.58,293.18,293.58,1613.0,99.0,293.414531
AAPL,2026-06-15 08:50:00+00:00,293.57,293.58,293.4,293.58,3814.0,105.0,293.54297
AAPL,2026-06-15 08:55:00+00:00,293.58,293.58,293.48,293.5399,1892.0,90.0,293.52281
AAPL,2026-06-15 09:00:00+00:00,293.47,293.57,293.3647,293.3647,8009.0,202.0,293.476826
AAPL,2026-06-15 09:05:00+00:00,293.4,293.42,293.36,293.41,2752.0,134.0,293.384431
AAPL,2026-06-15 09:10:00+00:00,293.4,293.4,293.29,293.3812,3498.0,104.0,293.355567
AAPL,2026-06-15 09:15:00+00:00,293.4,293.58,293.3,293.4,2829.0,73.0,293.31792
AAPL,2026-06-15 09:20:00+00:00,293.35,293.38,293.3,293.36,4265.0,97.0,293.351248
AAPL,2026-06-15 09:25:00+00:00,293.3,293.4,293.3,293.3,2268.0,124.0,293.30654
AAPL,2026-06-15 09:30:00+00:00,293.3,293.57,293.3,293.5,3439.0,135.0,293.427793
AAPL,2026-06-15 09:35:00+00:00,293.5259,293.5765,293.52,293.57,1846.0,62.0,293.543401
AAPL,2026-06-15 09:40:00+00:00,293.52,293.57,293.52,293.56,1170.0,42.0,293.55848
AAPL,2026-06-15 09:45:00+00:00,293.5,293.52,293.43,293.43,1452.0,107.0,293.486667
AAPL,2026-06-15 09:50:00+00:00,293.38,293.5,293.31,293.43,1733.0,47.0,293.371337
AAPL,2026-06-15 09:55:00+00:00,293.4165,293.72,293.41,293.68,18247.0,194.0,293.635372
AAPL,2026-06-15 10:00:00+00:00,293.62,293.88,293.6,293.85,3203.0,117.0,293.712212
