timestamp,open,high,low,close,volume,EMA9,EMA21,EMA50,EMA200,EMA9_EMA21,EMA21_EMA50,DistEMA200,RSI,MACD,MACDSignal,MACDHist,ROC,ATR,ATRPercent,BBUpper,BBLower,BBWidth,VolumeSMA20,RelativeVolume,VWAP,VWAPDistance,Body,UpperWick,LowerWick,BodyPercent,Hour,Minute,Return,Target
2026-06-08 08:00:00+00:00,710.64,711.74,704.46,710.46,392103.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.1799999999999499,1.1000000000000227,6.0,0.0002533569799847,8,0,,1.0
2026-06-08 08:05:00+00:00,710.67,711.74,705.06,711.17,57570.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.5,0.57000000000005,5.610000000000014,0.0007030667772825,8,5,0.0009993525321621,0.0
2026-06-08 08:10:00+00:00,710.96,710.96,704.69,710.23,20696.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.7300000000000182,0.0,5.539999999999964,0.0010278360531095,8,10,-0.001321765541291,1.0
2026-06-08 08:15:00+00:00,710.2,711.08,710.04,710.93,19821.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.7299999999999045,0.1500000000000909,0.1600000000000818,0.0010268240192422,8,15,0.0009855962153104,0.0
2026-06-08 08:20:00+00:00,710.89,710.89,710.26,710.46,13445.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.42999999999995,0.0,0.2000000000000454,0.000605241674408,8,20,-0.0006611058754024,1.0
2026-06-08 08:25:00+00:00,710.37,710.69,710.18,710.34,11958.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0299999999999727,0.32000000000005,0.1600000000000818,4.223329673110442e-05,8,25,-0.0001689046533231,1.0
2026-06-08 08:30:00+00:00,710.44,711.5,710.44,711.5,13255.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0599999999999454,0.0,0.0,0.0014898102600139,8,30,0.0016330208069375,1.0
2026-06-08 08:35:00+00:00,711.52,711.52,710.28,710.28,26356.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.240000000000009,0.0,0.0,0.0017457903925212,8,35,-0.0017146872803935,1.0
2026-06-08 08:40:00+00:00,710.22,710.4,709.61,709.9,36517.0,710.4885548544001,,,,,,,,,,,,0.0,0.0,,,,,,,,0.32000000000005,0.1799999999999499,0.2899999999999636,0.0004507677137625,8,40,-0.000535000281579,1.0
2026-06-08 08:45:00+00:00,709.99,710.04,708.99,709.7712,17912.0,710.3450838835201,,,,,,,,,,,,0.0,0.0,,,,,,,,0.2187999999999874,0.0499999999999545,0.7812000000000126,0.0003082683546472,8,45,-0.0001814340047893,1.0
2026-06-08 08:50:00+00:00,710.01,710.01,708.92,709.15,31146.0,710.1060671068162,,,,,,,,,,,-0.1843875798778339,0.0,0.0,,,,,,,,0.8600000000000136,0.0,0.2300000000000182,0.0012127194528661,8,50,-0.0008752116174902,1.0
2026-06-08 08:55:00+00:00,709.15,709.5,708.94,709.4,19871.0,709.964853685453,,,,,,,,,,,-0.2488856391580046,0.0,0.0,,,,,,,,0.25,0.1000000000000227,0.2099999999999227,0.0003524104877361,8,55,0.0003525347246704,1.0
2026-06-08 09:00:00+00:00,709.4,709.8,709.35,709.72,15247.0,709.9158829483624,,,,,,,,,,,-0.0718077242583375,0.0,0.0,,,,,,,,0.32000000000005,0.0799999999999272,0.0499999999999545,0.0004508820379868,9,0,0.0004510854243022,1.0
2026-06-08 09:05:00+00:00,709.69,709.72,708.7,708.745,13192.0,709.68170635869,,,,,,,35.40563611509894,,,,-0.3073439016499438,2.144285714285705,0.0030254685596169,,,,,,709.2663251405841,-0.0007350202908346,0.94500000000005,0.0299999999999727,0.044999999999959,0.0013333427396313,9,5,-0.001373781209491,0.0
2026-06-08 09:10:00+00:00,708.68,709.595,708.65,709.59,18900.0,709.663365086952,,,,,,,45.08196869817888,,,,-0.1224558736593199,2.0586224489795866,0.0029011435462444,,,,,,709.7383061129648,-0.0002089588679198,0.910000000000082,0.0049999999999954,0.0299999999999727,0.001282430699418,9,10,0.0011922482698289,0.0
