symbol,timestamp,open,high,low,close,volume,trade_count,vwap,EMA9,EMA21,EMA50,EMA200,EMA9_EMA21,EMA21_EMA50,DistEMA200,RSI,MACD,MACDSignal,MACDHist,ROC,ATR,ATRPercent,BBUpper,BBLower,BBWidth,VolumeSMA20,RelativeVolume,VWAP,VWAPDistance,Body,UpperWick,LowerWick,BodyPercent,Hour,Minute,Return
AAPL,2026-06-15 08:00:00+00:00,294.74,294.9,292.0,293.61,38815.0,2326.0,293.234705,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.1299999999999955,0.15999999999996817,1.6100000000000136,0.0038486427573992555,8,0,
AAPL,2026-06-15 08:05:00+00:00,293.51,294.15,292.0,293.38,76258.0,3330.0,293.337267,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.12999999999999545,0.6399999999999864,1.3799999999999955,0.00044311132319856654,8,5,-0.000783352065665377
AAPL,2026-06-15 08:10:00+00:00,293.38,293.6,293.34,293.341,6563.0,285.0,293.474525,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.03899999999998727,0.22000000000002728,0.0010000000000331966,0.00013295107059697507,8,10,-0.00013293339695952255
AAPL,2026-06-15 08:15:00+00:00,293.45,293.523,293.039,293.05,4446.0,207.0,293.240273,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.39999999999997726,0.07300000000003593,0.011000000000024102,0.0013649547858726402,8,15,-0.000992019526762311
AAPL,2026-06-15 08:20:00+00:00,293.04,293.37,293.0,293.37,3301.0,114.0,293.089904,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.3299999999999841,0.0,0.040000000000020464,0.0011248593925758737,8,20,0.0010919638286981392
AAPL,2026-06-15 08:25:00+00:00,293.5,293.71,293.3831,293.5,2592.0,107.0,293.514287,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.20999999999997954,0.1168999999999869,0.0,8,25,0.0004431264273783153
AAPL,2026-06-15 08:30:00+00:00,293.5,293.73,293.14,293.2,4118.0,222.0,293.387859,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.30000000000001137,0.2300000000000182,0.060000000000002274,0.0010231923601637495,8,30,-0.0010221465076661884
AAPL,2026-06-15 08:35:00+00:00,293.33,293.48,293.31,293.47,1911.0,116.0,293.430709,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.1400000000000432,0.009999999999990905,0.01999999999998181,0.0004770504651243507,8,35,0.0009208731241474588
AAPL,2026-06-15 08:40:00+00:00,293.5,293.5,293.0,293.35,5062.0,153.0,293.21306,293.3917447936,,,,,,,,,,,,0.0,0.0,,,,,,,,0.14999999999997726,0.0,0.35000000000002274,0.0005113345832622371,8,40,-0.00040890039867791383
AAPL,2026-06-15 08:45:00+00:00,293.4,293.58,293.18,293.58,1613.0,99.0,293.414531,293.42939583488004,,,,,,,,,,,,0.0,0.0,,,,,,,,0.18000000000000682,0.0,0.21999999999997044,0.0006131207847946278,8,45,0.0007840463610020443
AAPL,2026-06-15 08:50:00+00:00,293.57,293.58,293.4,293.58,3814.0,105.0,293.54297,293.45951666790404,,,,,,,,,,,-0.010217635639123175,0.0,0.0,,,,,,,,0.009999999999990905,0.0,0.17000000000001592,3.40622658218915e-05,8,50,0.0
AAPL,2026-06-15 08:55:00+00:00,293.58,293.58,293.48,293.5399,1892.0,90.0,293.52281,293.47559333432326,,,,,,,,,,,0.0545026927534233,0.0,0.0,,,,,,,,0.04009999999999536,0.0,0.05989999999997053,0.00013660834523686682,8,55,-0.00013658968594587595
AAPL,2026-06-15 09:00:00+00:00,293.47,293.57,293.3647,293.3647,8009.0,202.0,293.476826,293.4534146674587,,,,,,,,,,,0.008079334290133112,0.0,0.0,,,,,,,,0.10529999999999973,0.0999999999999659,0.0,0.0003589388907390689,9,0,-0.0005968524210846482
AAPL,2026-06-15 09:05:00+00:00,293.4,293.42,293.36,293.41,2752.0,134.0,293.384431,293.44473173396693,,,,,,,46.86542096827561,,,,0.12284593072854927,0.6299499999999999,0.002146995671585835,,,,,,293.31578913035383,0.00032119262970982236,0.010000000000047748,0.009999999999990905,0.03999999999996362,3.408200129527878e-05,9,5,0.00015441530627224864
AAPL,2026-06-15 09:10:00+00:00,293.4,293.4,293.29,293.3812,3498.0,104.0,293.355567,293.43202538717355,,,,,,,45.80105411331068,,,,0.0038177046050972825,0.5935250000000003,0.0020230505567500586,,,,,,293.2590840828956,0.00041640966548840664,0.018799999999998818,0.0,0.09119999999995798,6.408045232618456e-05,9,10,-9.815616373010094e-05
AAPL,2026-06-15 09:15:00+00:00,293.4,293.58,293.3,293.4,2829.0,73.0,293.31792,293.42562030973886,,,,,,,46.6527815634576,,,,-0.03407155025554437,0.5711303571428555,0.0019465929009640612,,,,,,293.38807412977104,4.064879005157084e-05,0.0,0.18000000000000682,0.0999999999999659,0.0,9,15,6.408045232619841e-05
AAPL,2026-06-15 09:20:00+00:00,293.35,293.38,293.3,293.36,4265.0,97.0,293.351248,293.4124962477911,,,,,,,45.03130324586463,,,,0.05457025920873978,0.5374781887755062,0.0018321454485120882,,,,,,293.37945025614414,-6.629726835722058e-05,0.009999999999990905,0.01999999999998181,0.05000000000001137,3.408781019904181e-05,9,20,-0.0001363326516699015
AAPL,2026-06-15 09:25:00+00:00,293.3,293.4,293.3,293.3,2268.0,124.0,293.30654,293.3899969982329,,,,,,,42.63743305941172,,,,-0.05792755647937299,0.5062297467201106,0.0017259793614732716,,,,,,293.39354462760485,-0.0003188366933007188,0.0,0.0999999999999659,0.0,0.0,9,25,-0.00020452686119443175
AAPL,2026-06-15 09:30:00+00:00,293.3,293.57,293.3,293.5,3439.0,135.0,293.427793,293.4119975985863,,,,,,,51.82981077051751,,,,0.051133458326223714,0.4893561933829585,0.0016673124135705571,,,,,,293.40814911433847,0.000313048175174356,0.19999999999998863,0.06999999999999318,0.0,0.0006814310051106938,9,30,0.0006818956699623513
AAPL,2026-06-15 09:35:00+00:00,293.5259,293.5765,293.52,293.57,1846.0,62.0,293.543401,293.44359807886906,,,,,,,54.57365710747728,,,,-0.00340622658218915,0.45986646528417646,0.0015664627355798497,293.68193300548324,293.1437469945168,0.0018332459412285173,8964.55,0.20592221583905496,293.407166229887,0.0005549754363715385,0.04410000000001446,0.006500000000016826,0.005899999999996908,0.00015021970909839038,9,35,0.00023850085178866998
AAPL,2026-06-15 09:40:00+00:00,293.52,293.57,293.52,293.56,1170.0,42.0,293.55848,293.46687846309527,293.46308510362064,,,0.0037933594746277777,,,54.09956594723662,,,,-0.0068124531643783,0.4305902891924504,0.0014667880133276004,293.67290969665214,293.1477703033479,0.0017888656264622006,7082.3,0.16520057043615774,293.41561990623876,0.0004920668293234664,0.040000000000020464,0.009999999999990905,0.0,0.0001362583458237514,9,40,-3.406342609935109e-05
AAPL,2026-06-15 09:45:00+00:00,293.5,293.52,293.43,293.43,1452.0,107.0,293.486667,293.4595027704762,293.46007736692786,,,-0.0005745964516563618,,,48.233395572405925,,,,-0.037439543993842715,0.4091195542501322,0.0013942662790107766,293.67515859560467,293.15052140439536,0.001787946669424763,3342.0,0.43447037701974867,293.416896854859,4.465709126326291e-05,0.06999999999999318,0.01999999999998181,0.0,0.00023855774801483548,9,45,-0.00044283962392699383
AAPL,2026-06-15 09:50:00+00:00,293.38,293.5,293.31,293.43,1733.0,47.0,293.371337,293.453602216381,293.4573430608435,,,-0.003740844462527093,,,48.23339557240592,,,,0.022258983442786148,0.39346815751797976,0.0013409268224720708,293.6775946899308,293.15698531006916,0.0017742200179314976,3100.5,0.5589421061119174,293.43340555281753,-1.1605879743343895e-05,0.05000000000001137,0.06999999999999318,0.06999999999999318,0.00017039839143922355,9,50,0.0
AAPL,2026-06-15 09:55:00+00:00,293.4165,293.72,293.41,293.68,18247.0,194.0,293.635372,293.4988817731048,293.4775846007668,,,0.021297172337995107,,,58.31457133449827,,,,0.09202140349680712,0.38750614626669566,0.0013194842899301813,293.6737621129385,293.22381788706156,0.0015320901180773212,3790.55,4.813813298861643,293.4872259819858,0.0006568395519403837,0.26350000000002183,0.040000000000020464,0.006499999999959982,0.0008972350858077561,9,55,0.0008519919571958745
AAPL,2026-06-15 10:00:00+00:00,293.62,293.88,293.6,293.85,3203.0,117.0,293.712212,293.5691054184839,293.5114405461516,,,0.0576648723322819,,,63.51741426979779,,,,0.1597921066517024,0.37982713581907257,0.0012925885173356222,293.75432289612405,293.1912571038759,0.0019161674059831656,3785.65,0.8460898392614215,293.50139622752624,0.001187741445030597,0.2300000000000182,0.029999999999972715,0.01999999999998181,0.000782712268164091,10,0,0.0005788613456825242
