symbol,timestamp,open,high,low,close,volume,trade_count,vwap,EMA9,EMA21,EMA50,EMA200,EMA9_EMA21,EMA21_EMA50,DistEMA200,RSI,MACD,MACDSignal,MACDHist,ROC,ATR,ATRPercent,BBUpper,BBLower,BBWidth,VolumeSMA20,RelativeVolume,VWAP,VWAPDistance,Body,UpperWick,LowerWick,BodyPercent,Hour,Minute,Return
GOOGL,2026-06-15 08:00:00+00:00,365.65,367.4333,364.32,365.53,56599.0,3583.0,365.917176,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.12000000000000455,1.783299999999997,1.2099999999999795,0.0003282904275982944,8,0,
GOOGL,2026-06-15 08:05:00+00:00,367.4,367.4,365.04,365.23,109039.0,7487.0,365.938953,,,,,,,,,,,,,0.0,0.0,,,,,,,,2.169999999999959,0.0,0.18999999999999773,0.005941461544779889,8,5,-0.0008207260689955254
GOOGL,2026-06-15 08:10:00+00:00,365.66,365.66,364.81,365.09,12889.0,850.0,365.076198,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.57000000000005,0.0,0.2799999999999727,0.0015612588676766005,8,10,-0.00038332009966335345
GOOGL,2026-06-15 08:15:00+00:00,364.86,365.27,364.47,364.81,6968.0,490.0,364.719868,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.05000000000001137,0.40999999999996817,0.339999999999975,0.0001370576464461264,8,15,-0.0007669341806129104
GOOGL,2026-06-15 08:20:00+00:00,364.83,365.05,364.66,365.0425,5081.0,406.0,364.805491,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.2125000000000341,0.007499999999993179,0.16999999999995907,0.0005821239992604535,8,20,0.0006373180559744451
GOOGL,2026-06-15 08:25:00+00:00,365.01,365.4,365.01,365.21,4324.0,283.0,365.204739,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.19999999999998863,0.18999999999999773,0.0,0.000547630130609755,8,25,0.0004588506817697624
GOOGL,2026-06-15 08:30:00+00:00,365.2,365.2,364.88,365.0,4388.0,342.0,364.96126,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.19999999999998863,0.0,0.12000000000000455,0.0005479452054794209,8,30,-0.0005750116371402436
GOOGL,2026-06-15 08:35:00+00:00,365.01,365.23,365.0,365.23,2678.0,223.0,365.121092,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.22000000000002728,0.0,0.009999999999990905,0.0006023601566137154,8,35,0.0006301369863013218
GOOGL,2026-06-15 08:40:00+00:00,365.23,365.56,365.0,365.0,6382.0,371.0,365.284707,365.152618496,,,,,,,,,,,,0.0,0.0,,,,,,,,0.2300000000000182,0.3299999999999841,0.0,0.0006301369863014197,8,40,-0.0006297401637325173
GOOGL,2026-06-15 08:45:00+00:00,365.0,365.47,365.0,365.02,2694.0,298.0,365.141152,365.12609479680003,,,,,,,,,,,,0.0,0.0,,,,,,,,0.01999999999998181,0.4500000000000455,0.0,5.479151827292151e-05,8,45,5.479452054779621e-05
GOOGL,2026-06-15 08:50:00+00:00,365.17,365.28,364.67,364.67,3253.0,273.0,364.810199,365.03487583744004,,,,,,,,,,,-0.2352748064454236,0.0,0.0,,,,,,,,0.5,0.1099999999999568,0.0,0.001371102640743686,8,50,-0.0009588515697769306
GOOGL,2026-06-15 08:55:00+00:00,364.65,364.77,364.54,364.54,2236.0,231.0,364.600332,364.93590066995205,,,,,,,,,,,-0.18892204911973215,0.0,0.0,,,,,,,,0.1099999999999568,0.12000000000000455,0.0,0.0003017501508749569,8,55,-0.00035648668659338245
GOOGL,2026-06-15 09:00:00+00:00,364.78,364.89,364.64,364.67,2347.0,211.0,364.721554,364.88272053596165,,,,,,,,,,,-0.11504012709193873,0.0,0.0,,,,,,,,0.1099999999999568,0.11000000000001364,0.03000000000002956,0.00030164258096349245,9,0,0.00035661381467044784
GOOGL,2026-06-15 09:05:00+00:00,364.73,364.8292,364.5,364.5,1839.0,193.0,364.659282,364.8061764287694,,,,,,,29.82046561449326,,,,-0.08497574079657966,0.7866071428571298,0.0021580442876738817,,,,,,365.6411088377123,-0.0031208439372137713,0.2300000000000182,0.09919999999999618,0.0,0.0006310013717421624,9,5,-0.0004661748978529445
GOOGL,2026-06-15 09:10:00+00:00,364.74,364.87,364.5,364.5,5602.0,363.0,364.749718,364.7449411430156,,,,,,,29.82046561449326,,,,-0.14861283275235573,0.7568494897959066,0.0020764046359284132,,,,,,365.5674996097494,-0.0029201162873860004,0.2400000000000091,0.12999999999999545,0.0,0.0006584362139917945,9,10,0.0
GOOGL,2026-06-15 09:15:00+00:00,364.49,364.6,364.41,364.6,1257.0,155.0,364.495146,364.71595291441247,,,,,,,34.404058428776,,,,-0.16702718983597295,0.7163602405247703,0.001964783983885821,,,,,,364.9788322801296,-0.0010379568529027014,0.11000000000001364,0.0,0.07999999999998408,0.0003017004936917543,9,15,0.00027434842249673963
GOOGL,2026-06-15 09:20:00+00:00,364.52,364.55,364.36,364.4,1333.0,137.0,364.4125,364.65276233152997,,,,,,,30.16119741361267,,,,-0.16438356164384185,0.682334509058716,0.001872487675792305,,,,,,364.9113184027364,-0.0014012127795173404,0.12000000000000455,0.03000000000002956,0.03999999999996362,0.0003293084522502869,9,20,-0.0005485463521668343
GOOGL,2026-06-15 09:25:00+00:00,364.58,364.64,364.45,364.45,2077.0,255.0,364.543302,364.612209865224,,,,,,,32.40551886167454,,,,-0.2135640555266625,0.650739186983094,0.0017855376237703223,,,,,,364.902539779297,-0.0012401661538741849,0.12999999999999545,0.060000000000002274,0.0,0.0003567018795445067,9,25,0.00013721185510440215
GOOGL,2026-06-15 09:30:00+00:00,364.26,364.44,364.25,364.28,1392.0,139.0,364.323063,364.5457678921792,,,,,,,28.993914018073568,,,,-0.1972602739726102,0.618543530770015,0.001697989268612098,,,,,,364.8814338931152,-0.0016482995221164855,0.01999999999998181,0.160000000000025,0.009999999999990905,5.490282200500113e-05,9,30,-0.0004664563040197578
GOOGL,2026-06-15 09:35:00+00:00,364.29,364.58,364.2,364.58,2162.0,171.0,364.353539,364.55261431374333,,,,,,,40.83204903807896,,,,-0.12054134020053635,0.6015047071435851,0.0016498565668538732,365.4897400850116,364.14550991498845,0.003687065033800917,11727.0,0.18436087660953354,364.8226079616549,-0.0006650025419488956,0.2899999999999636,0.0,0.09000000000003183,0.0007954358439847595,9,35,0.000823542330075755
GOOGL,2026-06-15 09:40:00+00:00,364.69,364.7717,364.62,364.7717,755.0,76.0,364.698833,364.59643145099466,364.79311939550837,,,-0.1966879445137124,,,46.921673084527946,,,,0.027888227712724905,0.5722329423476165,0.0015687427022096738,365.3670043824013,364.1924156175987,0.003220065495219593,8934.8,0.0845010520660787,364.7956125734811,-6.555060602947185e-05,0.0817000000000121,0.0,0.06999999999999318,0.00022397570864190423,9,40,0.0005258105216963127
GOOGL,2026-06-15 09:45:00+00:00,364.738,364.74,364.5,364.6,1512.0,114.0,364.584307,364.5971451607958,364.77556308682574,,,-0.1784179260299652,,,42.684226529094964,,,,0.0164590991386411,0.5507663036085017,0.0015106042337040637,365.30215278729855,364.1942672127014,0.0030386329528172304,3558.45,0.42490410150486874,364.76020651722587,-0.0004392105124501269,0.1379999999999768,0.0020000000000095497,0.10000000000002274,0.00037849698299499945,9,45,-0.000470705375444358
