Date,Close,High,Low,Open,Volume,EMA9,EMA21,EMA50,EMA200,RSI,MACD,MACDSignal,ATR,Return,Volatility,Target
2020-01-24,299.6801452636719,303.1074662187742,298.3948999055085,303.0254328321711,87578400,300.42188315138213,,,,56.120291510957145,,,2.2741109230217798,-0.0088931879819132,,0
2020-01-27,294.87646484375,296.3531215152195,294.1107920443717,294.4480497017618,84062500,299.3127994898557,,,,38.620980738996245,,,2.5094853727559507,-0.0160293582869675,,1
2020-01-28,297.9665222167969,298.84157285281924,294.9676162843284,296.29842651664376,63834000,299.04354403524394,,,,49.52433647679344,,,2.6134584182069,0.0104791590427002,,1
2020-01-29,297.7204895019531,299.55265256689614,297.5199541027187,299.3247726958283,53888900,298.7789331285858,,,,48.7813093165923,,,2.5719755643476523,-0.0008257058981435,,1
2020-01-30,298.6865539550781,298.89621334965136,294.9128795742361,295.66030404986134,75491800,298.76045729388426,,,,51.83692120697968,,,2.6727868651381947,0.0032448705654792,,1
2020-01-31,293.2631225585937,298.22178991387807,292.3516032332454,298.0668193889295,113845600,297.66099034682617,297.9294823527178,,,38.096326003286826,,,2.9343699977592337,-0.018157601420853,0.0075525848359359,1
2020-02-03,295.4416809082031,297.3011883827756,294.62131896327486,294.7398209430448,69083000,297.2171284591016,297.7033185850346,,,44.46452420984133,,,3.013205413932281,0.0074286815560116,0.0075537815205437,1
2020-02-04,299.94464111328125,300.8105958710925,298.72320817204337,299.0422455995197,62573200,297.7626309899375,297.90707517851155,,,54.81204737821365,,,3.181470381714932,0.0152414520227335,0.008235617161971,1
2020-02-05,303.4083251953125,303.6179846653886,301.41212336008243,302.870532103236,65951100,298.89176983101254,298.40718881640254,,,60.854010064243234,,,3.216604179600103,0.0115477445077043,0.0085194188188111,0
2020-02-06,304.42926025390625,304.6206715396904,303.35364621707834,304.3654472195234,50359700,299.9992679155913,298.9546498561756,,,62.4478148088577,,,3.0773485469581017,0.0033648880858379,0.0084851758371839,0
2020-02-07,302.8067626953125,304.4383624299263,302.2598454793981,303.3719002853901,64139400,300.5607668715356,299.3048419324608,,,58.37981286728986,1.127777348525342,,3.013146290070252,-0.0053296373589073,0.0085192662511688,0
2020-02-10,305.0672607421875,305.13107376686384,301.88606741089336,301.9225359703313,42070000,301.462065645666,299.82869818789044,,,62.08554085945956,1.4392943139977774,,3.029707723348839,0.0074651504700691,0.0085929368032283,0
2020-02-11,305.5959777832031,307.2002328793031,305.0672809970112,306.41633961218275,54864500,302.2888480731734,300.35299633291885,,,62.91720097177084,1.7091349561555376,,2.965655181475036,0.0017331162961549,0.0084966403446845,0
2020-02-12,307.5648803710937,307.77451202465284,306.6624572722204,307.02705945948134,43992700,303.34405453275747,301.0086221545711,,,65.91555454686267,2.058134697550713,,2.909432257187512,0.0064428288689302,0.0085518666757333,0
2020-02-13,307.2367553710937,308.202963799749,305.86947614367216,306.1429208622096,54501900,304.1225947004248,301.57481608334587,,,64.97270786087624,2.2819378032301074,,2.8682933571081786,-0.0010668480731743,0.008569373380383,0
2020-02-14,307.7289733886719,307.84747536853007,306.4528517159032,307.64693997585454,64582200,304.8438704380742,302.1342849292846,,,65.76382585924705,2.470542382549468,,2.763031235359514,0.0016020805094874,0.0084128760558667,0
2020-02-18,306.9359436035156,307.7927740817303,305.5504162851949,306.73540821888315,57226200,305.26228507116247,302.5707993542147,,,63.28386750012569,2.5268935386698104,,2.725840275443504,-0.0025770397126519,0.0084350418466559,0
2020-02-19,308.40350341796875,309.07801894449966,307.61961000252654,307.9021788213364,48814700,305.89052874052373,303.10104517819235,,,65.85032946003827,2.659317095886649,,2.68414278012497,0.00478132276469,0.0084557959056139,0
2020-02-20,307.1363830566406,308.6768526171269,304.1556976879884,307.85646314336725,74163400,306.1396996037471,303.4678940762331,,,61.83154474671655,2.6316813116527555,2.1892570865087486,2.8153579336259367,-0.0041086445104705,0.0085337309489527,0
2020-02-21,303.97344970703125,306.0972773213097,303.153060127596,305.7873641141862,113788200,305.70644962440394,303.51385367903293,,,53.11730203974744,2.3277249022510205,2.216950649657204,2.898784004727271,-0.0102981396021261,0.0088907731904766,0
2020-02-24,293.89208984375,304.0464012409805,292.8164758374308,294.5483849080448,161088400,303.3435776682732,302.6391478758254,,,35.799029532714655,1.2588445935149366,2.02532943842875,3.4938655332145885,-0.033165264509113,0.0114889722717757,0
2020-02-25,284.98651123046875,295.8882745622072,284.1114604678439,295.27757219253857,218913200,299.6721643807123,301.0343627262475,,,27.324010054012604,-0.3033595787024978,1.5595916350025003,4.085504716153779,-0.0303022058811313,0.0128411669380018,0
2020-02-26,283.93829345703125,289.9634233462724,283.2090890630601,286.3811587759355,194773800,296.5253901959761,299.48017461086414,,,26.527947560279927,-1.6074701391049755,0.9261792801810054,4.276135399515103,-0.0036781311821099,0.0125251312222084,0
2020-02-27,271.1861572265625,283.99299421889395,271.1861572265625,278.43272007694435,284353500,291.4575436020934,296.9079912122912,,,19.199539468409824,-3.62815486277276,0.0153124515902521,4.885471227573413,-0.0449116463834722,0.0157182476549741,0
2020-02-28,270.04669189453125,271.5324726677233,260.2752047841163,263.15560884540804,384975800,287.1753732605809,294.46605491067663,,,18.7023688340021,-5.260863435007536,-1.0399227257293056,5.3405995601472425,-0.0042017828036823,0.0156120447009692,0
2020-03-02,281.7415771484375,281.80539019373504,268.40604154971504,271.82423989590694,238703600,286.0886140381523,293.3092842050185,,,36.79318291418274,-5.547172883768667,-1.941372757337178,5.916224494709581,0.0433069006395152,0.0186256694893329,0
2020-03-03,273.674560546875,286.0712292614889,271.2408194618374,282.1152386233994,300139100,283.60580333989685,291.5243093270055,,,31.57390744053544,-6.351796449916833,-2.823457495853109,6.552952016491146,-0.0286326806402178,0.0194105014065277,0
2020-03-04,285.17791748046875,285.3967010302959,276.4911395839047,279.0342862432625,176613400,283.92022616801125,290.947364613684,,,43.81359735605034,-5.992167677126076,-3.457199532107703,6.922179764128985,0.0420329785516306,0.0215848022874936,0
2020-03-05,275.69805908203125,281.1762977722977,273.4648539783769,277.9951050161796,186366800,282.2757927508153,289.56106411080646,,,37.811124480954085,-6.39834845185618,-4.045429316057398,7.264385745412048,-0.033241909058708,0.0223812991852021,0
2020-03-06,271.1404724121094,272.3436843389481,264.5502069103932,267.2118271902237,228667200,280.04872868307416,287.8864648654704,,,35.30676327111699,-7.007233768098843,-4.637790206465687,7.541776204428194,-0.016531079997795,0.0224535371625503,0
2020-03-09,249.96597290039065,259.04469825650165,249.25498888727407,250.941277508704,309417300,274.03217752653745,284.43914741409947,,,26.518710160282595,-9.09356001659586,-5.528944168491722,8.566326727314417,-0.0780942045403512,0.0277007202093134,0
2020-03-10,262.900390625,262.9915202948296,249.3005113667445,259.4548490211814,276444100,271.80582014623,282.4810786150904,,,36.85760729121034,-9.59271039261074,-6.341697413315526,8.932375455940896,0.0517447137885587,0.0307068553796803,0
2020-03-11,250.0844573974609,256.99379025278967,246.9123875849993,255.8635150614404,255316300,267.4615475964762,279.5359312316695,,,32.04629731787466,-10.896817635359357,-7.2527214577242916,9.436348854802311,-0.0487482471862116,0.0320022620784938,0
2020-03-12,226.15707397460932,243.06576125881952,225.76511340861424,233.3489613279396,392220700,259.20065287210286,274.68330784466406,,,25.38397685643315,-13.703110960300307,-8.542799358239495,10.49941993580548,-0.0956772110984235,0.0370726657886988,1
2020-03-13,245.49038696289065,247.4592720083085,226.5307825549705,239.8116116538748,329566100,256.4585996902604,272.029405946321,284.90285412507643,,36.81438268716776,-14.20335442709711,-9.67491037201102,11.271046942797884,0.0854862182663889,0.043268309356334,0
2020-03-16,218.62794494628903,234.16934039210489,216.35825651592697,219.84025357126825,297240000,248.89246874146616,267.17472767359084,282.3038380788495,,29.949372684357897,-16.576294347682847,-11.055187167145386,12.54683862166687,-0.109423600446979,0.0484751731209229,1
2020-03-17,230.4320678710937,233.50389718402428,216.09387404457632,223.3586696297704,262070500,245.20038856739168,263.8344858733638,280.26965101187864,,35.62980503562292,-17.30489223621788,-12.305128180959883,12.894208944365518,0.0539918304025801,0.0508788098404611,1
2020-03-18,218.76461791992188,226.3940295191016,207.8446213031828,215.3464207649231,327597100,239.91323443789773,259.7372251503236,277.8576889298411,,32.798718494152794,-18.60926103688763,-13.565954752145435,13.586583060333046,-0.0506329264800884,0.0513669777288875,1
2020-03-19,219.22952270507807,225.4916703500961,211.6730331085697,218.08101328487268,289322000,235.7764920913338,256.05470674621034,275.558545156321,,33.0270741249461,-19.382044632478117,-14.729172728211973,13.603158358989717,0.0021251370060508,0.0514601895133573,1
2020-03-20,209.7819976806641,224.1494953890888,209.50693107809147,222.3707472149836,347158800,230.5775932091999,251.84809683116063,272.9790727062952,,30.740997203485332,-20.52027258387716,-15.88739269934501,13.677401641275974,-0.0430942188252784,0.0518089815706803,1
2020-03-23,204.41827392578125,210.5888688079637,200.11810699641129,209.2227273590005,326025200,225.34572935251617,247.53629474885344,270.2904139305888,,29.49283702105832,-21.60607275890837,-17.031128711257683,13.448355939152863,-0.025568084078633,0.0517126182268519,1
2020-03-24,222.9391632080078,223.8102096064836,214.3663514159035,214.9348120208323,235494500,224.8644161236145,245.30019188150385,268.4335021375464,,38.74186807886811,-20.733097993083877,-17.771522567622924,13.87289734926354,0.0906029041657547,0.0568508205226854,1
2020-03-25,226.2766571044922,235.04203577073903,219.82183239457268,224.5162503654232,299430300,225.14686431979004,243.57077962904825,266.780292528407,,40.26259993159278,-19.546629954121958,-18.12654404492273,13.969133494042312,0.0149704244353443,0.0571235877764023,1
2020-03-26,239.4889373779297,240.9559221979881,228.34884302210628,228.77977750775747,257632800,228.015278931418,243.1997030607647,265.71004330681967,,45.97984371841674,-17.340336284072748,-17.969302492752735,14.01985717971757,0.0583899393004387,0.0584298630399871,1
2020-03-27,232.3555603027344,239.1312980551824,230.1825607472624,232.21803399813555,224341200,228.88333520568128,242.21387190094376,264.402024365483,,43.556074776429575,-15.98319227753612,-17.572080449709414,13.683179997642554,-0.0297858312508955,0.0587010396751822,1
2020-03-30,239.9014434814453,240.61660815727984,232.45638865585167,234.44601489405457,171369500,231.0869568608341,242.0036511355348,263.4412172719913,,46.75359705285733,-14.135807377503,-16.88482583526813,13.295884844564188,0.0324755868500818,0.058272161995239,1
2020-03-31,236.32565307617188,241.4418275508448,234.92282878626665,238.9020818178872,194881100,232.1346961039017,241.4874694937745,262.3778618133317,,45.43994358933056,-12.812582461060089,-16.070377160426524,12.811821553136614,-0.014905247560755,0.05807678330553,1
2020-04-01,225.6898498535156,236.24314028710725,223.6268712845056,227.36774076850008,189554600,230.8457268538245,240.05132225375095,260.9391162462801,,41.68797251291676,-12.478295590314616,-15.351960846404143,12.803747284460163,-0.0450048612336985,0.0575710169509597,1
2020-04-02,230.89776611328125,231.677105293828,224.25955349816576,224.8096867942336,177660400,230.85613470571585,239.2191807864356,259.7610240842017,,44.121009074990354,-11.658740812281252,-14.613316839579566,12.41901903526031,0.0230755448822614,0.0577537537533386,1
2020-04-03,227.560287475586,232.26388300482,224.83715469449984,229.91666012342145,135561200,230.19696525968988,238.15928139454016,258.49825009955015,,42.88606890399616,-11.150013959424228,-13.9206562635485,12.062426840621724,-0.0144543565486808,0.057738016139238,1
2020-04-06,242.8446502685547,244.80678550079665,227.5419457283824,236.40816732964865,188061200,232.72650226146283,238.58522401945055,257.8843834395111,,49.81390230831506,-9.40510769567345,-13.017546549973492,12.434027764321192,0.0671662132374855,0.0574766787332153,1
2020-04-07,243.09225463867188,252.1693556566016,242.87221252313967,251.4175077872792,201427200,234.79965273690468,238.99495407574344,257.3042999571253,,49.91988047204513,-7.911083263544043,-11.996253892687603,12.211933308873029,0.0010195998546533,0.0561841631387702,1
2020-04-08,251.2524261474609,253.05867943513024,243.20222724698652,245.6869622430104,153774500,238.09020741901597,240.10926971862685,257.0669715724326,,53.41157809310669,-5.999442653470339,-10.79689164484415,12.051539843700551,0.0335682085836843,0.0556224221544601,0
2020-04-09,255.0758514404297,257.8264895451894,252.57276069196072,254.5073627281249,189999200,241.4873362232987,241.46986805697256,256.9888884300011,,54.99490628995371,-4.128346224446773,-9.463182560764675,11.66029152613112,0.0152174661617985,0.0507134027716712,0
2020-04-13,252.7469482421875,254.443180523553,248.8502112627236,254.1039396634669,114839100,243.73925862707648,242.49505716471936,256.8225378344006,,53.79561863234175,-2.801122254849957,-8.130770499581732,11.27210214410076,-0.0091302378688171,0.0473325352142298,1
2020-04-14,260.201171875,261.2188944182337,252.60941275513804,257.6247434043118,134143400,247.0316412766612,244.10470395656304,256.9550332869731,,57.02592074998113,-1.134713872008689,-6.731559174067124,11.081914966886108,0.0294928333839652,0.0396002773567998,0
2020-04-15,254.67239379882807,260.338700945521,252.56355469912344,254.4981844998676,121775000,248.55979178109465,245.06540303313255,256.8655180129282,,54.009831241470096,-0.2572341721894133,-5.436694173691582,10.845717201136925,-0.0212480906074779,0.0387126493001116,1
2020-04-16,255.9010009765625,256.75369195266023,252.83862767870144,255.94683374609875,131798300,250.0280336201882,246.0504573916262,256.8276938154237,,54.58466598075494,0.5311899164590841,-4.2431173556614485,10.350670563481344,0.004824265242918,0.0363801244033312,1
2020-04-17,262.8143005371094,263.4194162623719,258.9267132107058,261.6590236451904,146684800,252.5852870035725,247.57444313212463,257.06246270647017,,57.78230566487404,1.6943359347149285,-3.055626697586173,10.148366615076204,0.0270155237148919,0.0365762497607383,0
2020-04-20,258.1840515136719,262.95183530213035,257.9640094246756,259.11925837284326,100109300,253.70503990559237,248.5389529849926,257.1064465812624,,54.98968528538901,2.2169594065817364,-2.001109476752592,9.779756562388956,-0.0176179493047933,0.0350515476328074,0
2020-04-21,250.3447113037109,254.9291074264228,249.4094765868804,253.72799788074693,126385700,253.0329741852161,248.7031128321488,256.84128049194663,,50.53639372213068,1.9757972734140596,-1.2057281267192614,9.707957874131994,-0.0303633790081175,0.0353301818522502,1
2020-04-22,255.9010009765625,257.64306593294725,253.89303320643955,255.21334154791583,92951600,253.60657954348537,249.3574662998228,256.80440678546097,,53.41596010729491,2.207573156961274,-0.5230678699831544,9.535843356639448,0.0221945558342986,0.0301215349407855,0
2020-04-23,255.88265991210932,260.3387078110824,255.5801020580558,257.1754630685727,104709700,254.06179561721015,249.95066571912156,256.7682598492511,,53.40490795576636,2.362543315203311,0.0540543670541387,9.194612099238528,-7.167249984629809e-05,0.0301089053872549,1
2020-04-24,259.4493103027344,260.1186421969253,255.35085912854345,257.3955098331214,85063200,255.13929855431505,250.81417886308637,256.873399082721,,55.34005795584602,2.741554230283782,0.5915543397000674,8.878410025605907,0.0139386169889359,0.0276220814204095,1
2020-04-27,263.1901550292969,264.3087487379452,260.96214535761493,261.4205849434391,77896600,256.74946984931137,251.93926760546915,257.1211150021946,,57.3411956097695,3.305672284613536,1.134377928682761,8.591340626291975,0.0144184030483547,0.026490541635998,0
2020-04-28,261.97998046875,267.17867138306195,261.67739457497856,266.8302527082662,105270000,257.7955719731991,252.8520596839492,257.3116587459811,,56.45981941980404,3.6134354985933896,1.6301894426648869,8.370621782134219,-0.0045980996531278,0.0258730845475467,0
2020-04-29,268.8381652832031,270.3693659891628,266.27091449702925,267.2978148114988,118745600,260.0040906352,254.3053420111541,257.76367861018593,,60.19395001313328,4.36047343778074,2.176246241688058,8.371962049154119,0.0261782782111139,0.025863267903368,0
2020-04-30,266.3351135253906,268.9390474225819,264.60219818898923,267.462857175173,122901700,261.2702952132381,255.39895760335745,258.099813312743,,58.23104541412482,4.696393922984896,2.6802757779474256,8.083739705185442,-0.0093106265443215,0.0231956460631684,0
2020-05-01,259.2842712402344,266.5001059124838,258.1198167734185,261.5947967015309,125180000,260.8730904186374,255.75216793398255,258.14626264323283,,52.98914116504371,4.343598976417439,3.0129404176414285,8.10492180760543,-0.0264735738064221,0.0241891523292875,0
2020-05-04,259.99957275390625,260.3021307310815,255.92862481168595,257.4047876382704,80873200,260.6983868856912,256.13829564488475,258.2189414711024,,53.44698266816987,4.074754065223942,3.2253031471579314,7.838392101304724,0.0027587539739699,0.0237214729893382,1
2020-05-05,262.4017028808594,265.20735144767355,260.1278320243504,262.8143097798944,79569900,261.03905008472486,256.7076963027006,258.3829713303085,,55.03086733325048,4.009307560140144,3.382104029754374,7.650491143623479,0.0092389772087309,0.0190605752511976,1
2020-05-06,260.6229553222656,264.4830095523587,260.192020908388,264.09793589455825,73632600,260.955831132233,257.0636289408429,258.470813839797,,53.57722225260758,3.770447301509876,3.4597726841054746,7.410526679362567,-0.0067787195702817,0.0192051016234612,1
2020-05-07,263.767822265625,265.6932743331002,263.2635498583758,263.8320105300923,75250400,261.5182293589114,257.67310106127763,258.6785396604177,,55.80024803358269,3.791210589500452,3.52606026518447,7.243368988753424,0.0120667304208514,0.0180073877257755,1
2020-05-08,268.1322021484375,268.5998195757135,265.7666377314456,266.8944094168429,76452400,262.84102391681665,258.6239284328376,259.049271522693,,58.75226237042164,4.112429103911154,3.643334032929807,7.071128154563074,0.0165462938023479,0.0180588184586509,0
2020-05-11,268.1871643066406,269.5624830979567,265.7849452947577,266.20670188943353,79514200,263.91025199478145,259.49331351227426,259.4076202593184,,58.78959009185397,4.321615187891155,3.778990263922077,6.835871700894215,0.0002049815641789,0.0178577255095518,1
2020-05-12,262.8417663574219,269.782520471712,262.70421209593,269.36994163003214,95870800,263.69655486730954,259.79771831637856,259.54229265532246,,53.69974549303031,4.0098447313806105,3.825161157413784,6.853188606243342,-0.0199315950225974,0.0174308550059485,1
2020-05-13,258.19317626953125,263.31852740068314,255.7726018636216,262.2824494760748,144721100,262.5958791477539,259.65185085757423,259.48938613038945,,49.67217491686273,3.349056193127467,3.72994016455652,6.9026698155875,-0.0176858881764221,0.0172121535138135,1
2020-05-14,261.283203125,261.41155172990904,250.29897450243607,255.7635975330721,121977900,262.33334394320315,259.8001556091584,259.559731894884,,52.23661028570128,3.039676361677323,3.591887403980681,7.203377487865029,0.0119678873784139,0.017372825279397,1
2020-05-15,262.4842834472656,262.5301162336093,257.9548961111286,258.899280953549,111146300,262.36353184401565,260.0441672308045,259.67442019105584,,53.23409763230523,2.8584572446629863,3.4452013721171424,7.015651961766147,0.0045968524111019,0.0163091440900061,1
2020-05-18,270.4794311523437,272.0839701507051,268.3706196611589,268.6915050760796,119703800,263.9867117056813,260.99282758730806,260.0981461111064,,59.32374736827899,3.321691004163199,3.420499298526354,7.200225871885671,0.0304595292338114,0.0170902338152424,1
2020-05-19,267.7012023925781,271.58876097438247,267.6828748829976,269.8833792126806,95189300,264.72960984306064,261.6026798423326,260.396305180968,,56.56727013174347,3.425144322033475,3.421428303227778,6.964915887564183,-0.0102714973479841,0.0155828251059314,1
2020-05-20,272.2489624023437,273.1108311782877,271.00201999174817,271.2312398155431,85861700,266.2334803549173,262.57052371142447,260.8611152680808,,59.85552754425135,3.829948781861504,3.503132398954523,6.853823951717424,0.0169881941848597,0.0152944205310599,1
2020-05-21,270.369384765625,272.92748596370774,269.278296110494,272.1206276660374,78293900,267.06066123705887,263.27951107998814,261.23398858171,,57.90430437749607,3.9535193160413655,3.593209782371892,6.624921516110017,-0.0069038927463053,0.0154471642005931,1
2020-05-22,270.88287353515625,271.0570828733688,268.84739998740986,270.0851928712047,63958200,267.82510369667835,263.9707258486398,261.6123762269432,,58.30420337955856,4.046241553027642,3.683816136503042,6.309547328242084,0.0018992119613556,0.0152261463196159,1
2020-05-26,274.2202453613281,277.07175449936034,270.90114681308035,276.83335693039163,88951400,269.1041320296083,264.9025003497933,262.1068024675073,,60.903797434590935,4.339005256993232,3.81485396060108,6.300928302239369,0.0123203500561608,0.0151450436558293,1
2020-05-27,278.3003845214844,278.3370675296901,272.19396476879547,277.007581296367,104817400,270.94338252798354,266.120489819947,262.74184490099657,,63.869592782336845,4.8444123625400834,4.020765640988881,6.289655049286174,0.0148790588192349,0.0153126515248602,1
2020-05-28,277.7869873046875,281.3353065447308,277.11765518674065,279.3273381718324,90405200,272.31210348332434,267.181080500378,263.33185048545505,,63.21972882674253,5.144224848309079,4.24545748245292,6.141654785622174,-0.0018447592793651,0.0143449011817916,0
2020-05-29,279.02471923828125,279.61150744849493,274.5778489741923,277.3193091660714,119090800,273.6546266343157,268.25777493109644,263.94725710321296,,64.16635192202975,5.419233476040802,4.480212681170497,6.062512191956492,0.0044556872357601,0.0141153745030112,0
2020-06-01,280.1524658203125,280.7576095309241,277.86944526100126,278.38289544316814,55758300,274.95419447151505,269.3391104664797,264.5827554842757,,65.04900753737476,5.662901119969376,4.716750368930272,5.835773054668377,0.00404174434835,0.0123684272227537,0
2020-06-02,282.47216796875,282.51802872321025,279.739885508997,281.0693437314925,74267200,276.45778917096203,270.5330247848679,265.2843010719022,,66.85739818367,5.97432179733903,4.968264654612025,5.617370923207296,0.0082801418207945,0.0124020037856455,0
2020-06-03,286.2313537597656,287.1849160018017,284.17755322085765,284.4526057998422,92567600,278.4125020887228,271.9601456007677,266.10575411848504,,69.6022588347527,6.450106986044773,5.264633120898575,5.552755002481896,0.0133081634840268,0.0125213676731309,0
2020-06-04,285.47955322265625,286.9832488519643,283.38906933428206,285.2503333753304,75794400,279.82591231550947,273.18918265730304,266.8655109460996,,68.38250488799389,6.689394974394759,5.549585491597812,5.412856753567633,-0.0026265485148085,0.0123591142788652,0
2020-06-05,292.79620361328125,294.56577377345707,290.7974136505666,290.8616019107014,150524700,282.41997057506387,274.9716391078465,267.8824008546165,,73.28863761035417,7.384303315808324,5.916529056439915,5.675239881941431,0.0256293324969527,0.013135872723468,0
2020-06-08,296.3354187011719,296.5279555310417,293.0621526886974,293.60310815038525,73641200,285.2030602002855,276.9138008890579,268.9982054760501,,75.28632913640799,8.126926116624418,6.358608468476816,5.536419313071361,0.0120876399496119,0.0129720560200005,0
2020-06-09,294.1257019042969,296.408722278723,292.8145433136846,293.6764120455833,77479200,286.9875885410878,278.4785191631705,269.98359749284407,,71.68174394389605,8.43986485008719,6.774859744798891,5.397687859640435,-0.0074568096063579,0.0132344769307702,0
2020-06-10,292.4844970703125,295.59273133209695,291.76933233464445,294.7033572907335,95000800,288.0869702469328,279.7517898820016,270.8659857115683,,69.03788955251831,8.457941650515522,7.111476125942217,5.285238655198439,-0.0055799436205625,0.012174742582132,0
2020-06-11,275.6230773925781,286.20387252008595,275.0729721884442,285.5712235543959,209243600,285.5941916760618,279.3764523829631,271.0525383265099,,49.02981624981355,7.030647070855025,7.095310314924779,6.151401957103427,-0.0576489347183448,0.0180362154217695,1
2020-06-12,278.9238586425781,283.38905659074294,273.7801789307393,282.6188812960742,194678900,284.2601250693651,279.33530749747354,271.361217554591,,51.96466596426651,6.095585182849163,6.895365288509657,6.398364507310586,0.0119757071186699,0.0180364103512604,0
2020-06-15,281.52783203125,282.6556038603408,272.0748068682089,273.24841147874247,135782700,283.7136664617421,279.534627909635,271.7599083183816,,54.204898867960594,5.501245852221814,6.616541401252089,6.697109684797825,0.0093357857637008,0.0180836198932252,0
2020-06-16,286.946533203125,289.4037909524716,282.0962619316776,289.25708690915724,137627500,284.3602398100187,280.20843748177043,272.3554622354303,,58.53824500402081,5.405164181227804,6.374265957247232,6.781313201685236,0.0192474794864101,0.0173689708227139,0
2020-06-17,285.7546081542969,288.25769873534205,285.0210879201945,287.96429064170104,83398900,284.6391134788743,280.7126348156365,272.880918938131,,57.25486524970672,5.173206866084058,6.134054139014598,6.528120174075403,-0.0041538227889457,0.0171737567160909,0
2020-06-18,285.8647155761719,286.341482886705,283.78340899366174,284.2418487856552,80828700,284.88423389833383,281.181005793867,273.3900874337404,,57.34789209973592,4.941303500510344,5.895504011313748,6.244545439715966,0.000385321596688,0.0168817483534157,0
2020-06-19,284.23101806640625,289.5170574345226,282.28787417657315,289.32367329044104,135549600,284.75359073194835,281.45827963682507,273.8152219683548,,55.4206641405974,4.572978230401418,5.630998855131282,6.314876712446929,-0.0057149323464872,0.0168486489324715,1
2020-06-22,286.05438232421875,286.45036871018254,282.4904486423991,283.6323733290194,74649400,285.01374905040245,281.87610715386086,274.29518904113377,,57.15143043887869,4.377744147829276,5.380347913670882,6.146665523542396,0.0064150783760923,0.0168684324748258,0
2020-06-23,287.37127685546875,289.627527981212,286.9660723422408,288.6973956071107,68471200,285.4852546114157,282.3756680358252,274.8079767985587,,58.40741131655511,4.279945565425692,5.160267444021844,5.962842675931741,0.0046036509580804,0.0167284908849231,0
2020-06-24,280.0407409667969,285.95302134093265,278.2081310603143,285.3359965817493,132813500,284.396351882492,282.16340193864073,275.01318323652885,,49.67808106059498,3.569776342333114,4.842169223684098,6.19143575587622,-0.0255089373192948,0.0175696614720309,1
2020-06-25,283.0429382324219,283.3100111754416,277.45298321689944,279.4697872300513,89468000,284.12566915247794,282.2433597835299,275.328075589309,,52.790046216350994,3.212186261756756,4.51617263129863,6.167549484638074,0.010720573211099,0.0177069732628226,1
2020-06-26,276.3203430175781,282.15896480300063,275.7401905770656,281.9471443823184,127961000,282.564603925498,281.7049037138979,275.3669880374764,,45.93921151392895,2.359141580215009,4.084766421081906,6.248635068260802,-0.023751149761325,0.0185290163757056,1
2020-06-29,280.3814697265625,280.51960120631884,275.2888164097337,277.572693256611,79773300,282.1279770857109,281.58459153323105,275.5636343782249,,50.148100034100096,1.9878814494649648,3.6653894267585194,6.175931477426824,0.0146971687449231,0.0188120752020101,1
2020-06-30,283.9730224609375,285.66752892214726,279.7920932107912,279.94863284970944,113394800,282.4969861607562,281.801721617568,275.8934143030372,,53.589400671645095,1.9608598392324552,3.324483509253306,6.154467494136052,0.0128095224619431,0.0189411331032564,1
