Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-29,280.3814697265625,280.51960120631884,275.2888164097337,277.572693256611,79773300
2020-06-30,283.9730224609375,285.66752892214726,279.79209321079117,279.94863284970944,113394800
2020-07-01,285.962158203125,287.22383378335286,284.62684998484224,285.08730690922806,72396500
2020-07-02,287.5369567871094,290.7325291406338,286.8738976557018,289.38797461324,69344200
2020-07-06,291.9758605957031,292.55604108748975,290.60370731479867,291.34964563164624,61713800
2020-07-07,288.96441650390625,292.4086261412663,288.58683836174674,290.43788464051073,82910000
2020-07-08,291.1746520996094,291.28515730964824,287.9698885921955,289.7288100254336,54638600
2020-07-09,289.51702880859375,292.0219167134949,286.10963481375455,291.78247001320926,83354200
2020-07-10,292.4731750488281,292.74024807034215,288.0251712561306,289.45257720821917,57550400
2020-07-13,289.9405822753906,297.18817150586733,289.28674115516975,294.8122255722936,102997500
2020-07-14,293.6979675292969,294.4715320808562,287.32522893206374,288.522406144319,93657000
2020-07-15,296.3962097167969,297.4920997478603,294.02023559241456,296.9119193662305,87196500
2020-07-16,295.4200134277344,295.87125229977755,293.8544483675677,294.4990994168282,54622500
2020-07-17,296.27655029296875,297.059333070297,294.45312985797676,296.42389995374253,62774900
2020-07-20,298.6709289550781,299.4168672808463,295.26353484413016,296.0094731698983,56308800
2020-07-21,299.3063049316406,301.0744442907489,298.3209200855165,300.632423503006,57292200
2020-07-22,301.0099792480469,301.32311478404205,298.83663538971115,298.94714058873586,57792900
2020-07-23,297.4183349609375,301.3506551641714,296.0554004228012,300.65075163114295,75738000
2020-07-24,295.5029602050781,296.5251615020732,294.0018655257891,295.56743094562876,73766600
2020-07-27,297.65789794921875,297.8328739008944,295.40164684860423,296.193647698937,48293000
2020-07-28,295.7700500488281,298.04470943209714,295.4753507358692,296.93038292448483,57495000
2020-07-29,299.4076232910156,299.9693955729184,296.60803622504216,296.64488066256155,48454200
2020-07-30,298.33935546875,298.7537780991364,294.36102749576685,296.44227447076116,61861700
2020-07-31,300.6969299316406,300.798245119707,295.9173824216007,300.12596755695097,84986800
2020-08-03,302.7873229980469,303.5516692549566,301.811156402926,302.3544922923563,53077900
2020-08-04,303.9569396972656,303.9569396972656,301.93091720834786,301.93091720834786,41917900
2020-08-05,305.8447570800781,306.1026399985558,304.988313743364,305.2553866917395,42697700
2020-08-06,307.8891906738281,308.00891400036295,304.9422824929676,305.2646080403921,43679400
2020-08-07,308.1102294921875,308.39571060773704,306.0197365507583,306.9222424636981,57308300
2020-08-10,309.0312805175781,309.21544655215484,306.6276790972866,308.56160513686007,44282100
2020-08-11,306.480224609375,310.84537688701096,305.7527226498275,310.2099438612299,69601100
2020-08-12,310.7532958984375,311.52686046889016,308.88384116049235,308.91146746286313,53774400
2020-08-13,310.19146728515625,311.49917760274417,309.2705532345938,309.98886506986986,41816100
2020-08-14,310.2008056640625,310.73495175872034,309.07728896269776,309.8048192137979,47260400
2020-08-17,311.1861572265625,311.58214363407274,310.2099903082899,311.2137835316429,35481000
2020-08-18,311.8583679199219,312.281980541681,309.98888529540005,311.58207682428633,38733900
2020-08-19,310.5599365234375,312.7516889289628,309.998164191715,312.23597917424223,68054200
2020-08-20,311.52679443359375,312.0056596078708,308.7087997728297,308.8377131218765,42207800
2020-08-21,312.63189697265625,312.8529073408649,310.8545115814278,311.19527337116966,55106600
2020-08-24,315.7999267578125,315.8735875319697,312.60435318835533,315.0631784958775,48588700
2020-08-25,316.90496826171875,316.9878471615432,315.2012714878101,316.36163229349035,38463400
2020-08-26,320.0821838378906,320.3492287448196,316.95108089894495,317.49441695300277,50790200
2020-08-27,320.7820739746094,322.227916207643,319.1244394337551,320.94785991195465,58034100
2020-08-28,322.8540344238281,322.9829758804368,320.61622003326073,321.80420702373715,48588900
2020-08-31,321.6844787597656,323.517088692937,321.4542502514148,322.64223722364346,66099200
2020-09-01,324.7143249511719,324.8156120146118,321.6200388879637,322.51332671022755,54908700
2020-09-02,329.4110107421875,330.37795938167653,325.4786892390397,326.6206419236981,69540000
2020-09-03,318.07452392578125,328.1953605553692,315.4959476689743,327.7256853866652,148011100
2020-09-04,315.4775085449219,320.32149696391184,308.38645966468334,318.75596006198134,139156300
2020-09-08,306.8577575683594,315.5419982728342,306.5538683027617,310.0809566891278,114465300
2020-09-09,312.9173583984375,315.37618290240937,309.9888306834143,310.85449204324215,91462300
